subject,subject_name,gender,item,item_singular,voicing,item_pair,order,vowel,stop,place,utterancelength,accent_type,prosodic_boundary,norming_voiceless_count,norming_schwa_total,norming_schwa_pure,usable,item_vowel_dur,vowel_dur,comment
14,Marlene,female,gobe,gob,voiced,6,134+0i,o,b,labial,1.744,nuclear,yes,1,3,3,usable,153.2,208.553802,NA
14,Marlene,female,gage,gag,voiced,5,137+0i,a,g,velar,1.768,nuclear,yes,1,4,4,usable,220.77,256.46498,NA
14,Marlene,female,nauge,naug,voiced,9,138+0i,au,g,velar,1.696,nuclear,yes,0,4,4,usable,206.35,243.549892,NA
14,Marlene,female,drute,drut,voiceless,2,141+0i,u,t,alveolar,1.832,nuclear,yes,0,2,2,usable,111.7,189.804625,NA
14,Marlene,female,griede,gried,voiced,7,143+0i,i,d,alveolar,2.032,nuclear,yes,0,5,5,usable,116.35,212.064727,NA
3,Martin,male,nauke,nauk,voiceless,9,5+0i,au,k,velar,1.336,prenuclear,no,0,4,4,usable,160.76,152.960008,NA
3,Martin,male,frate,frat,voiceless,3,6+0i,a,t,alveolar,1.416,prenuclear,no,0,4,4,usable,144.68,136.245721,NA
3,Martin,male,blode,blod,voiced,1,7+0i,o,d,alveolar,1.304,prenuclear,no,2,2,2,usable,162.92,102.895193,NA
3,Martin,male,griete,griet,voiceless,7,8+0i,i,t,alveolar,1.304,nuclear,yes,1,4,4,usable,102.61,125.452813,NA
3,Martin,male,schmaube,schmaub,voiced,10,15+0i,au,b,labial,1.384,nuclear,no,0,3,3,usable,178.34,152.309747,NO RELEASE?
3,Martin,male,klabe,klab,voiced,8,18+0i,a,b,labial,1.344,nuclear,no,1,2,2,usable,157.49,166.837472,whisper sound
3,Martin,male,gope,gop,voiceless,6,24+0i,o,p,labial,1.256,prenuclear,no,0,3,3,usable,120.77,119.572564,NA
3,Martin,male,drude,drud,voiced,2,26+0i,u,d,alveolar,1.232,prenuclear,no,0,3,3,usable,157.96,77.44771,NA
3,Martin,male,froge,frog,voiced,4,28+0i,o,g,velar,1.288,prenuclear,no,1,2,2,usable,171.49,99.487148,NA
3,Martin,male,gake,gak,voiceless,5,30+0i,a,k,velar,1.176,prenuclear,no,1,3,3,usable,195.59,149.912861,NA
3,Martin,male,wiepe,wiep,voiceless,12,34+0i,i,p,labial,1.24,prenuclear,no,2,3,3,usable,102.1,109.019652,NO RELEASE?
3,Martin,male,schriege,schrieg,voiced,11,35+0i,i,g,velar,1.312,prenuclear,no,0,5,5,usable,143.52,85.498523,NA
3,Martin,male,frupe,frup,voiceless,14,39+0i,u,p,labial,1.4,prenuclear,no,1,3,3,usable,100.5,88.019346,Rauschen
3,Martin,male,mupe,mup,voiceless,17,40+0i,u,p,labial,1.264,prenuclear,no,1,1,1,usable,155.68,108.67453,NO RELEASE?
3,Martin,male,flabe,flab,voiced,13,45+0i,a,b,labial,1.296,prenuclear,no,1,3,3,usable,181.37,92.555273,NA
3,Martin,male,roge,rog,voiced,22,48+0i,o,g,velar,1.304,prenuclear,no,0,4,4,usable,167.1,145.824556,NA
3,Martin,male,pruge,prug,voiced,19,52+0i,u,g,velar,1.36,prenuclear,no,0,3,3,usable,140.88,70.567328,NA
3,Martin,male,quate,quat,voiceless,20,54+0i,a,t,alveolar,1.456,prenuclear,no,1,2,2,usable,164.52,165.259083,NA
3,Martin,male,jiede,jied,voiced,16,55+0i,i,d,alveolar,1.32,prenuclear,no,0,5,5,usable,151.45,54.911583,NA
3,Martin,male,quobe,quob,voiced,21,60+0i,o,b,labial,1.424,prenuclear,no,0,3,3,usable,145.83,121.125848,NA
3,Martin,male,gaute,gaut,voiceless,15,62+0i,au,t,alveolar,1.28,prenuclear,no,0,4,4,usable,164.88,160.594147,NA
3,Martin,male,prieke,priek,voiceless,18,64+0i,i,k,velar,1.272,prenuclear,no,1,3,3,usable,114.28,83.30999,NA
3,Martin,male,schuge,schug,voiced,23,68+0i,u,g,velar,1.392,prenuclear,no,0,4,4,usable,153.12,78.995211,NA
3,Martin,male,stauke,stauk,voiceless,24,69+0i,au,k,velar,1.584,nuclear,yes,0,2,2,usable,160.21,152.607916,NA
3,Martin,male,schmaupe,schmaup,voiceless,10,80+0i,au,p,labial,1.48,nuclear,yes,0,3,3,usable,155.18,126.767898,NO RELEASE?
3,Martin,male,nauge,naug,voiced,9,82+0i,au,g,velar,1.416,prenuclear,no,0,4,4,usable,206.35,181.860652,NA
3,Martin,male,blote,blot,voiceless,1,84+0i,o,t,alveolar,1.512,prenuclear,no,2,2,2,usable,153.82,114.601885,NA
3,Martin,male,froke,frok,voiceless,4,86+0i,o,k,velar,1.416,prenuclear,no,1,2,2,usable,131.4,112.799877,NA
3,Martin,male,frade,frad,voiced,3,87+0i,a,d,alveolar,1.504,prenuclear,no,1,3,3,usable,198.19,183.46961,NA
3,Martin,male,drute,drut,voiceless,2,92+0i,u,t,alveolar,1.48,prenuclear,no,0,2,2,usable,111.7,120.777139,NA
3,Martin,male,klape,klap,voiceless,8,93+0i,a,p,labial,1.392,prenuclear,no,1,2,2,usable,152.21,157.343608,NO RELEASE?
3,Martin,male,gage,gag,voiced,5,95+0i,a,g,velar,1.408,prenuclear,no,1,4,4,usable,220.77,169.154856,NA
3,Martin,male,griede,gried,voiced,7,96+0i,i,d,alveolar,1.4,prenuclear,no,0,5,5,usable,116.35,92.173449,NA
3,Martin,male,schrieke,schriek,voiceless,11,102+0i,i,k,velar,1.448,prenuclear,no,1,3,3,usable,124.84,120.964881,NA
3,Martin,male,wiebe,wieb,voiced,12,103+0i,i,b,labial,1.352,prenuclear,no,0,4,4,usable,115.02,108.096761,NO RELEASE?
3,Martin,male,gobe,gob,voiced,6,104+0i,o,b,labial,1.48,prenuclear,no,1,3,3,usable,153.2,124.256401,NO RELEASE?
3,Martin,male,jiete,jiet,voiceless,16,111+0i,i,t,alveolar,2.336,nuclear,yes,2,3,3,usable,140.71,143.292841,NA
3,Martin,male,priege,prieg,voiced,18,112+0i,i,g,velar,1.44,prenuclear,no,0,5,5,usable,142.02,103.175136,NA
3,Martin,male,flape,flap,voiceless,13,118+0i,a,p,labial,1.416,prenuclear,no,0,5,5,usable,109.48,134.170964,NO RELEASE?
3,Martin,male,quade,quad,voiced,20,121+0i,a,d,alveolar,1.424,prenuclear,no,1,3,3,usable,190.37,71.772598,NA
3,Martin,male,pruke,pruk,voiceless,19,127+0i,u,k,velar,1.44,prenuclear,no,1,3,3,usable,92.5,82.02988,NA
3,Martin,male,quope,quop,voiceless,21,129+0i,o,p,labial,1.384,prenuclear,no,1,2,2,usable,146.96,111.381475,NA
3,Martin,male,frube,frub,voiced,14,131+0i,u,b,labial,1.36,prenuclear,no,0,3,3,usable,126.51,102.982642,NA
3,Martin,male,mube,mub,voiced,17,134+0i,u,b,labial,1.368,prenuclear,no,1,4,4,usable,190.24,135.227015,NA
3,Martin,male,gaude,gaud,voiced,15,138+0i,au,d,alveolar,1.448,nuclear,yes,0,3,3,usable,213.2,157.047706,NA
3,Martin,male,schuke,schuk,voiceless,23,140+0i,u,k,velar,1.408,prenuclear,no,1,3,3,usable,113.14,97.776905,NA
3,Martin,male,stauge,staug,voiced,24,141+0i,au,g,velar,1.376,prenuclear,no,0,3,3,usable,169.76,162.184892,NA
3,Martin,male,roke,rok,voiceless,22,144+0i,o,k,velar,1.288,nuclear,no,1,2,2,usable,155.85,102.235514,NA
4,Maxi,female,froge,frog,voiced,4,2+0i,o,g,velar,1.704,nuclear,yes,1,2,2,usable,171.49,159.616489,NA
4,Maxi,female,frate,frat,voiceless,3,10+0i,a,t,alveolar,1.64,prenuclear,no,0,4,4,usable,144.68,180.574304,NA
4,Maxi,female,wiepe,wiep,voiceless,12,12+0i,i,p,labial,1.56,nuclear,yes,2,3,3,usable,102.1,141.49473,NA
4,Maxi,female,nauke,nauk,voiceless,9,15+0i,au,k,velar,1.528,prenuclear,no,0,4,4,usable,160.76,198.191498,NA
4,Maxi,female,gake,gak,voiceless,5,16+0i,a,k,velar,1.592,nuclear,yes,1,3,3,not_usable,195.59,188.534967,EJECTIVE?
4,Maxi,female,schmaube,schmaub,voiced,10,17+0i,au,b,labial,1.536,prenuclear,no,0,3,3,usable,178.34,146.018732,cant detect bo; NO RELEASE?
4,Maxi,female,blode,blod,voiced,1,24+0i,o,d,alveolar,1.504,prenuclear,no,2,2,2,usable,162.92,167.963425,NA
4,Maxi,female,schriege,schrieg,voiced,11,26+0i,i,g,velar,1.584,prenuclear,no,0,5,5,usable,143.52,156.112958,NA
4,Maxi,female,gope,gop,voiceless,6,30+0i,o,p,labial,1.48,prenuclear,no,0,3,3,usable,120.77,135.953478,NO RELEASE?
4,Maxi,female,griete,griet,voiceless,7,31+0i,i,t,alveolar,1.44,prenuclear,no,1,4,4,usable,102.61,126.474589,NA
4,Maxi,female,quade,quad,voiced,20,41+0i,a,d,alveolar,1.408,prenuclear,no,1,3,3,usable,190.37,167.284083,NA
4,Maxi,female,gaude,gaud,voiced,15,46+0i,au,d,alveolar,1.416,prenuclear,no,0,3,3,usable,213.2,172.736705,NA
4,Maxi,female,pruke,pruk,voiceless,19,50+0i,u,k,velar,1.512,prenuclear,no,1,3,3,usable,92.5,114.58948,NA
4,Maxi,female,stauge,staug,voiced,24,53+0i,au,g,velar,1.472,prenuclear,no,0,3,3,usable,169.76,175.384257,NA
4,Maxi,female,quope,quop,voiceless,21,54+0i,o,p,labial,1.464,prenuclear,no,1,2,2,usable,146.96,124.952751,NA
4,Maxi,female,roke,rok,voiceless,22,57+0i,o,k,velar,1.448,prenuclear,no,1,2,2,usable,155.85,175.973482,NA
4,Maxi,female,jiete,jiet,voiceless,16,59+0i,i,t,alveolar,1.456,prenuclear,no,2,3,3,usable,140.71,80.385361,NA
4,Maxi,female,schuke,schuk,voiceless,23,61+0i,u,k,velar,1.44,prenuclear,no,1,3,3,usable,113.14,111.818614,NA
4,Maxi,female,priege,prieg,voiced,18,64+0i,i,g,velar,1.452023466,prenuclear,no,0,5,5,usable,142.02,120.438062,NA
4,Maxi,female,frube,frub,voiced,14,65+0i,u,b,labial,1.48,prenuclear,no,0,3,3,usable,126.51,127.292998,VQ o; GET RID OF THIS
4,Maxi,female,mube,mub,voiced,17,66+0i,u,b,labial,1.4,prenuclear,no,1,4,4,usable,190.24,119.236462,whisper sound in /v/
4,Maxi,female,flape,flap,voiceless,13,70+0i,a,p,labial,1.464,prenuclear,no,0,5,5,usable,109.48,158.927287,whisper sound in /v/
4,Maxi,female,drute,drut,voiceless,2,73+0i,u,t,alveolar,1.44,prenuclear,no,0,2,2,usable,111.7,121.143524,NA
4,Maxi,female,gage,gag,voiced,5,74+0i,a,g,velar,1.4,prenuclear,no,1,4,4,usable,220.77,180.380092,NA
4,Maxi,female,klape,klap,voiceless,8,76+0i,a,p,labial,1.514218859,prenuclear,no,1,2,2,usable,152.21,188.084064,whisper sound in /v/
4,Maxi,female,schmaupe,schmaup,voiceless,10,85+0i,au,p,labial,1.496,prenuclear,no,0,3,3,usable,155.18,154.370621,wrong stop k; GET RID OF THIS
4,Maxi,female,wiebe,wieb,voiced,12,88+0i,i,b,labial,1.376,prenuclear,no,0,4,4,usable,115.02,125.316705,whisper sound in /v/; NO RELEASE?
4,Maxi,female,griede,gried,voiced,7,91+0i,i,d,alveolar,1.512,prenuclear,no,0,5,5,usable,116.35,113.283907,NA
4,Maxi,female,schrieke,schriek,voiceless,11,94+0i,i,k,velar,1.504,prenuclear,no,1,3,3,usable,124.84,159.620869,NA
4,Maxi,female,gobe,gob,voiced,6,101+0i,o,b,labial,1.416,prenuclear,no,1,3,3,usable,153.2,149.240509,NO RELEASE?
4,Maxi,female,blote,blot,voiceless,1,102+0i,o,t,alveolar,1.424,prenuclear,no,2,2,2,usable,153.82,161.02467,NA
4,Maxi,female,frade,frad,voiced,3,103+0i,a,d,alveolar,1.48,prenuclear,no,1,3,3,usable,198.19,165.641172,NA
4,Maxi,female,nauge,naug,voiced,9,108+0i,au,g,velar,1.376,prenuclear,no,0,4,4,usable,206.35,189.408363,NA
4,Maxi,female,jiede,jied,voiced,16,110+0i,i,d,alveolar,1.561677555,prenuclear,no,0,5,5,not_usable,151.45,126.654559,VQ e
4,Maxi,female,roge,rog,voiced,22,112+0i,o,g,velar,1.392,prenuclear,no,0,4,4,usable,167.1,158.329105,NA
4,Maxi,female,frupe,frup,voiceless,14,118+0i,u,p,labial,1.456,prenuclear,no,1,3,3,usable,100.5,132.599335,whisper sound in /v/
4,Maxi,female,mupe,mup,voiceless,17,119+0i,u,p,labial,1.392,prenuclear,no,1,1,1,usable,155.68,134.901268,cant detect bo; NO RELEASE?
4,Maxi,female,gaute,gaut,voiceless,15,120+0i,au,t,alveolar,1.4,nuclear,no,0,4,4,usable,164.88,177.932793,NA
4,Maxi,female,stauke,stauk,voiceless,24,123+0i,au,k,velar,1.488,prenuclear,no,0,2,2,usable,160.21,175.026213,NA
4,Maxi,female,quobe,quob,voiced,21,126+0i,o,b,labial,1.589326503,prenuclear,no,0,3,3,not_usable,145.83,148.397359,DELAYED RELEASE?; GET RID OF THIS
4,Maxi,female,pruge,prug,voiced,19,129+0i,u,g,velar,1.619825315,prenuclear,no,0,3,3,not_usable,140.88,107.096156,VQ o; RELEASE IS NOT AUDIBLE AT ALL
4,Maxi,female,schuge,schug,voiced,23,131+0i,u,g,velar,1.44,prenuclear,no,0,4,4,usable,153.12,119.057229,NA
4,Maxi,female,flabe,flab,voiced,13,135+0i,a,b,labial,1.496,prenuclear,no,1,3,3,usable,181.37,155.158806,NA
4,Maxi,female,prieke,priek,voiceless,18,138+0i,i,k,velar,1.416936149,prenuclear,no,1,3,3,usable,114.28,113.146614,NA
4,Maxi,female,quate,quat,voiceless,20,141+0i,a,t,alveolar,1.384,prenuclear,no,1,2,2,usable,164.52,161.938193,NA
9,Michele,female,schrieke,schriek,voiceless,11,5+0i,i,k,velar,1.616,prenuclear,no,1,3,3,not_usable,124.84,106.332939,EJECTIVE?
9,Michele,female,blote,blot,voiceless,1,12+0i,o,t,alveolar,1.944,nuclear,yes,2,2,2,usable,153.82,173.052262,hesitation
9,Michele,female,froke,frok,voiceless,4,14+0i,o,k,velar,1.792,deaccented,yes,1,2,2,not_usable,131.4,146.755707,hesitation
9,Michele,female,gobe,gob,voiced,6,17+0i,o,b,labial,1.608,prenuclear,no,1,3,3,usable,153.2,135.307747,NO RELEASE?
9,Michele,female,klape,klap,voiceless,8,19+0i,a,p,labial,1.816,nuclear,yes,1,2,2,not_usable,152.21,138.513782,hesitation; NO RELEASE
9,Michele,female,nauge,naug,voiced,9,21+0i,au,g,velar,1.712,nuclear,yes,0,4,4,not_usable,206.35,195.53318,hesitation
9,Michele,female,drute,drut,voiceless,2,22+0i,u,t,alveolar,1.792,nuclear,yes,0,2,2,not_usable,111.7,162.427626,hesitation
9,Michele,female,griede,gried,voiced,7,23+0i,i,d,alveolar,1.528,prenuclear,no,0,5,5,usable,116.35,127.994846,NA
9,Michele,female,wiebe,wieb,voiced,12,25+0i,i,b,labial,1.456,prenuclear,no,0,4,4,usable,115.02,117.293931,PFOLLTE NICHT MEHR
9,Michele,female,schmaupe,schmaup,voiceless,10,28+0i,au,p,labial,1.792,NA,NA,0,3,3,not_usable,155.18,135.440679,hesitation; GET RID OF THIS; SOMETHING STRANGE HAPPENED HERE
9,Michele,female,frade,frad,voiced,3,34+0i,a,d,alveolar,1.536,prenuclear,no,1,3,3,usable,198.19,192.483858,NA
9,Michele,female,gage,gag,voiced,5,35+0i,a,g,velar,1.528,nuclear,yes,1,4,4,usable,220.77,203.539798,NA
9,Michele,female,quobe,quob,voiced,21,40+0i,o,b,labial,1.76,nuclear,yes,0,3,3,usable,145.83,126.40764,NO RELEASE?
9,Michele,female,jiede,jied,voiced,16,44+0i,i,d,alveolar,1.768,nuclear,yes,0,5,5,not_usable,151.45,187.416902,VQ e; hesitation
9,Michele,female,mupe,mup,voiceless,17,48+0i,u,p,labial,1.616,nuclear,yes,1,1,1,usable,155.68,117.854507,hesitation; STRANGE GLOTTAL ACTIVITY AFTER RELEASE
9,Michele,female,flabe,flab,voiced,13,51+0i,a,b,labial,1.776,nuclear,yes,1,3,3,not_usable,181.37,176.428558,NO RELEASE?; hesitation
9,Michele,female,gaute,gaut,voiceless,15,52+0i,au,t,alveolar,1.488,nuclear,yes,0,4,4,usable,164.88,199.621224,NA
9,Michele,female,quate,quat,voiceless,20,53+0i,a,t,alveolar,1.536,nuclear,yes,1,2,2,usable,164.52,168.520751,NA
9,Michele,female,roge,rog,voiced,22,56+0i,o,g,velar,1.688,nuclear,yes,0,4,4,usable,167.1,149.586644,NA
9,Michele,female,prieke,priek,voiceless,18,57+0i,i,k,velar,1.632,nuclear,yes,1,3,3,usable,114.28,119.418613,NA
9,Michele,female,stauke,stauk,voiceless,24,60+0i,au,k,velar,1.816,nuclear,yes,0,2,2,usable,160.21,145.383307,NA
9,Michele,female,pruge,prug,voiced,19,62+0i,u,g,velar,1.576,nuclear,yes,0,3,3,not_usable,140.88,122.810269,VQ o
9,Michele,female,frupe,frup,voiceless,14,71+0i,u,p,labial,1.784,nuclear,yes,1,3,3,usable,100.5,105.319185,NO RELEASE?
9,Michele,female,schriege,schrieg,voiced,11,77+0i,i,g,velar,1.904,nuclear,yes,0,5,5,usable,143.52,141.646259,NA
9,Michele,female,drude,drud,voiced,2,78+0i,u,d,alveolar,1.744,nuclear,yes,0,3,3,usable,157.96,147.067829,NA
9,Michele,female,klabe,klab,voiced,8,80+0i,a,b,labial,1.792,nuclear,yes,1,2,2,usable,157.49,183.868579,NO RELEASE?
9,Michele,female,blode,blod,voiced,1,82+0i,o,d,alveolar,1.984,nuclear,yes,2,2,2,not_usable,162.92,186.781413,hesitation
9,Michele,female,schmaube,schmaub,voiced,10,84+0i,au,b,labial,2.104,nuclear,yes,0,3,3,usable,178.34,164.323547,NA
9,Michele,female,gake,gak,voiceless,5,89+0i,a,k,velar,1.632,nuclear,yes,1,3,3,usable,195.59,220.00557,NA
9,Michele,female,nauke,nauk,voiceless,9,90+0i,au,k,velar,1.72,nuclear,yes,0,4,4,usable,160.76,189.197407,NA
9,Michele,female,wiepe,wiep,voiceless,12,94+0i,i,p,labial,1.792,nuclear,yes,2,3,3,usable,102.1,142.902508,NA
9,Michele,female,gope,gop,voiceless,6,95+0i,o,p,labial,2.088,nuclear,yes,0,3,3,usable,120.77,149.879783,NA
9,Michele,female,griete,griet,voiceless,7,100+0i,i,t,alveolar,1.752,nuclear,yes,1,4,4,usable,102.61,138.93323,NA
9,Michele,female,froge,frog,voiced,4,103+0i,o,g,velar,1.6,prenuclear,no,1,2,2,usable,171.49,158.711143,NA
9,Michele,female,frate,frat,voiceless,3,106+0i,a,t,alveolar,1.88,nuclear,yes,0,4,4,usable,144.68,230.986989,NA
9,Michele,female,quope,quop,voiceless,21,109+0i,o,p,labial,1.976,nuclear,yes,1,2,2,usable,146.96,148.672454,NA
9,Michele,female,roke,rok,voiceless,22,115+0i,o,k,velar,1.976,nuclear,yes,1,2,2,usable,155.85,147.310459,NA
9,Michele,female,schuke,schuk,voiceless,23,116+0i,u,k,velar,1.984,nuclear,yes,1,3,3,usable,113.14,140.571229,NA
9,Michele,female,quade,quad,voiced,20,117+0i,a,d,alveolar,1.84,nuclear,yes,1,3,3,usable,190.37,221.273052,NA
9,Michele,female,flape,flap,voiceless,13,122+0i,a,p,labial,1.696,nuclear,yes,0,5,5,usable,109.48,197.334093,NO RELEASE?
9,Michele,female,frube,frub,voiced,14,129+0i,u,b,labial,1.744,prenuclear,no,0,3,3,usable,126.51,142.154294,NO RELEASE?
9,Michele,female,jiete,jiet,voiceless,16,130+0i,i,t,alveolar,1.672,prenuclear,no,2,3,3,usable,140.71,143.866457,NA
9,Michele,female,stauge,staug,voiced,24,131+0i,au,g,velar,1.584,prenuclear,no,0,3,3,usable,169.76,160.207341,NA
9,Michele,female,priege,prieg,voiced,18,136+0i,i,g,velar,2.224,nuclear,yes,0,5,5,not_usable,142.02,177.4707,GET RID OF THIS; CLICKING NOISE + STRANGE GLOTTAL ACTIVITY + HESITATION
9,Michele,female,mube,mub,voiced,17,138+0i,u,b,labial,1.824,nuclear,yes,1,4,4,usable,190.24,169.046468,NA
9,Michele,female,pruke,pruk,voiceless,19,142+0i,u,k,velar,1.968,nuclear,yes,1,3,3,usable,92.5,130.16249,NA
2,Simon,male,schmaupe,schmaup,voiceless,10,1+0i,au,p,labial,1.136,prenuclear,no,0,3,3,usable,155.18,124.839685,NO AUDIBLE RELEASE
2,Simon,male,nauge,naug,voiced,9,7+0i,au,g,velar,1.208,prenuclear,no,0,4,4,usable,206.35,176.263344,NA
2,Simon,male,gage,gag,voiced,5,9+0i,a,g,velar,1.168,prenuclear,no,1,4,4,usable,220.77,164.880994,RELEASE IS NOT AUDIBLE
2,Simon,male,schrieke,schriek,voiceless,11,11+0i,i,k,velar,1.224,prenuclear,no,1,3,3,usable,124.84,92.768776,NA
2,Simon,male,drute,drut,voiceless,2,14+0i,u,t,alveolar,1.144,prenuclear,no,0,2,2,usable,111.7,74.03848,AFFRICATED RELEASE
2,Simon,male,blote,blot,voiceless,1,16+0i,o,t,alveolar,1.2,prenuclear,no,2,2,2,usable,153.82,123.663279,AFFRICATED RELEASE
2,Simon,male,griede,gried,voiced,7,25+0i,i,d,alveolar,1.144,prenuclear,no,0,5,5,usable,116.35,109.378356,NA
2,Simon,male,klape,klap,voiceless,8,26+0i,a,p,labial,1.184,prenuclear,no,1,2,2,usable,152.21,151.180169,NO AUDIBLE RELEASE
2,Simon,male,gobe,gob,voiced,6,27+0i,o,b,labial,1.024,prenuclear,no,1,3,3,usable,153.2,103.218496,cant identify bo; PFOLLTE
2,Simon,male,froke,frok,voiceless,4,31+0i,o,k,velar,1.24,prenuclear,no,1,2,2,usable,131.4,95.322409,NO RELEASE? RELEASE NOT AUDIBLE
2,Simon,male,frade,frad,voiced,3,32+0i,a,d,alveolar,1.168,prenuclear,no,1,3,3,usable,198.19,139.420814,NA
2,Simon,male,wiebe,wieb,voiced,12,33+0i,i,b,labial,1.112,prenuclear,no,0,4,4,usable,115.02,118.181128,NO RELEASE
2,Simon,male,gaute,gaut,voiceless,15,50+0i,au,t,alveolar,1.16,prenuclear,no,0,4,4,usable,164.88,177.936641,CREAKINESS IN VOWEL
2,Simon,male,schuge,schug,voiced,23,51+0i,u,g,velar,1.2,prenuclear,no,0,4,4,usable,153.12,75.611731,RELEASE NOT AUDIBLE
2,Simon,male,flabe,flab,voiced,13,52+0i,a,b,labial,1.152,prenuclear,no,1,3,3,usable,181.37,131.750503,NO AUDIBLE RELEASE?
2,Simon,male,jiede,jied,voiced,16,54+0i,i,d,alveolar,1.168,prenuclear,no,0,5,5,not_usable,151.45,118.396309,VQ e
2,Simon,male,quate,quat,voiceless,20,59+0i,a,t,alveolar,1.216,prenuclear,no,1,2,2,usable,164.52,141.792665,NA
2,Simon,male,mupe,mup,voiceless,17,60+0i,u,p,labial,1.168,prenuclear,no,1,1,1,usable,155.68,104.929052,NA
2,Simon,male,roge,rog,voiced,22,63+0i,o,g,velar,1.144,prenuclear,no,0,4,4,usable,167.1,126.508881,NA
2,Simon,male,quobe,quob,voiced,21,65+0i,o,b,labial,1.12,prenuclear,no,0,3,3,usable,145.83,112.837275,NO RELEASE?
2,Simon,male,pruge,prug,voiced,19,68+0i,u,g,velar,1.2,prenuclear,no,0,3,3,usable,140.88,80.080227,NO RELEASE
2,Simon,male,stauke,stauk,voiceless,24,69+0i,au,k,velar,1.184,prenuclear,no,0,2,2,usable,160.21,149.412414,NA
2,Simon,male,frupe,frup,voiceless,14,70+0i,u,p,labial,1.2,deaccented,no,1,3,3,usable,100.5,97.609616,AFFRICATED RELEASE
2,Simon,male,prieke,priek,voiceless,18,71+0i,i,k,velar,1.216,prenuclear,no,1,3,3,usable,114.28,106.919016,NA
2,Simon,male,gope,gop,voiceless,6,74+0i,o,p,labial,1.168,prenuclear,no,0,3,3,usable,120.77,107.679455,NO RELEASE?
2,Simon,male,gake,gak,voiceless,5,75+0i,a,k,velar,1.24,prenuclear,no,1,3,3,usable,195.59,180.3399,NA
2,Simon,male,drude,drud,voiced,2,82+0i,u,d,alveolar,1.184,prenuclear,no,0,3,3,usable,157.96,100.113942,NA
2,Simon,male,nauke,nauk,voiceless,9,84+0i,au,k,velar,1.12,prenuclear,no,0,4,4,usable,160.76,165.804523,NA
2,Simon,male,froge,frog,voiced,4,85+0i,o,g,velar,1.264,prenuclear,no,1,2,2,usable,171.49,117.529425,NA
2,Simon,male,schriege,schrieg,voiced,11,88+0i,i,g,velar,1.176,prenuclear,no,0,5,5,usable,143.52,137.901473,NA
2,Simon,male,blode,blod,voiced,1,94+0i,o,d,alveolar,1.16,prenuclear,no,2,2,2,usable,162.92,143.009015,NA
2,Simon,male,klabe,klab,voiced,8,95+0i,a,b,labial,1.28,prenuclear,no,1,2,2,usable,157.49,150.151746,NO RELEASE
2,Simon,male,schmaube,schmaub,voiced,10,97+0i,au,b,labial,1.24,prenuclear,no,0,3,3,usable,178.34,133.08196,AFFRICATED RELEASE
2,Simon,male,wiepe,wiep,voiceless,12,104+0i,i,p,labial,1.152,prenuclear,no,2,3,3,usable,102.1,94.217584,NO RELEASE
2,Simon,male,griete,griet,voiceless,7,107+0i,i,t,alveolar,1.192,prenuclear,no,1,4,4,usable,102.61,91.607695,NA
2,Simon,male,frate,frat,voiceless,3,108+0i,a,t,alveolar,1.216,prenuclear,no,0,4,4,usable,144.68,141.812191,NA
2,Simon,male,pruke,pruk,voiceless,19,111+0i,u,k,velar,1.128,prenuclear,no,1,3,3,usable,92.5,87.2368,NOT AUDIBLE
2,Simon,male,jiete,jiet,voiceless,16,112+0i,i,t,alveolar,1.184,prenuclear,no,2,3,3,usable,140.71,91.597673,NA
2,Simon,male,priege,prieg,voiced,18,116+0i,i,g,velar,1.264,prenuclear,no,0,5,5,usable,142.02,124.368323,NA
2,Simon,male,mube,mub,voiced,17,123+0i,u,b,labial,1.184,prenuclear,no,1,4,4,usable,190.24,99.967936,AFFRICATED RELEASE
2,Simon,male,roke,rok,voiceless,22,125+0i,o,k,velar,1.232,prenuclear,no,1,2,2,usable,155.85,61.091443,NA
2,Simon,male,schuke,schuk,voiceless,23,127+0i,u,k,velar,1.144,prenuclear,no,1,3,3,usable,113.14,92.218354,NA
