subject,subject_name,gender,item,item_singular,voicing,item_pair,order,vowel,stop,place,utterancelength,accent_type,prosodic_boundary,norming_voiceless_count,norming_schwa_total,norming_schwa_pure,usable,item_vowel_dur,vowel_dur,comment
2,Simon,male,quade,quad,voiced,20,128+0i,a,d,alveolar,1.224,prenuclear,no,1,3,3,usable,190.37,159.671045,NA
2,Simon,male,gaude,gaud,voiced,15,129+0i,au,d,alveolar,1.128,prenuclear,no,0,3,3,usable,213.2,177.459381,NA
2,Simon,male,frube,frub,voiced,14,130+0i,u,b,labial,1.2,prenuclear,no,0,3,3,usable,126.51,111.052964,NO RELEASE?
2,Simon,male,flape,flap,voiceless,13,131+0i,a,p,labial,1.208,prenuclear,no,0,5,5,usable,109.48,141.340512,PFOLLTE AFFRICATED RELEASE
2,Simon,male,quope,quop,voiceless,21,141+0i,o,p,labial,1.208,prenuclear,no,1,2,2,usable,146.96,125.180945,AFFRICATED RELEASE
2,Simon,male,stauge,staug,voiced,24,142+0i,au,g,velar,1.24,prenuclear,no,0,3,3,usable,169.76,168.963552,NA
8,Stefan,male,blote,blot,voiceless,1,1+0i,o,t,alveolar,1.56,nuclear,yes,2,2,2,usable,153.82,145.951911,NA
8,Stefan,male,frade,frad,voiced,3,3+0i,a,d,alveolar,1.712,nuclear,yes,1,3,3,usable,198.19,198.500532,NA
8,Stefan,male,schmaupe,schmaup,voiceless,10,5+0i,au,p,labial,1.648,nuclear,yes,0,3,3,usable,155.18,173.873183,NA
8,Stefan,male,schrieke,schriek,voiceless,11,7+0i,i,k,velar,1.744,nuclear,yes,1,3,3,usable,124.84,142.330159,NA
8,Stefan,male,nauge,naug,voiced,9,10+0i,au,g,velar,1.624,nuclear,yes,0,4,4,usable,206.35,205.542661,NA
8,Stefan,male,griede,gried,voiced,7,13+0i,i,d,alveolar,1.696,nuclear,yes,0,5,5,usable,116.35,173.806785,NA
8,Stefan,male,froke,frok,voiceless,4,16+0i,o,k,velar,1.76,nuclear,yes,1,2,2,usable,131.4,128.310798,NA
8,Stefan,male,drute,drut,voiceless,2,18+0i,u,t,alveolar,1.664,nuclear,yes,0,2,2,usable,111.7,143.407681,NA
8,Stefan,male,klape,klap,voiceless,8,20+0i,a,p,labial,1.68,nuclear,yes,1,2,2,usable,152.21,166.497923,NA
8,Stefan,male,wiebe,wieb,voiced,12,31+0i,i,b,labial,1.6,nuclear,yes,0,4,4,usable,115.02,146.518243,NA
8,Stefan,male,gage,gag,voiced,5,32+0i,a,g,velar,1.76,nuclear,yes,1,4,4,usable,220.77,200.734396,NA
8,Stefan,male,gobe,gob,voiced,6,36+0i,o,b,labial,1.688,nuclear,yes,1,3,3,usable,153.2,154.583054,NA
8,Stefan,male,flape,flap,voiceless,13,38+0i,a,p,labial,1.728,nuclear,yes,0,5,5,usable,109.48,167.244918,NA
8,Stefan,male,priege,prieg,voiced,18,41+0i,i,g,velar,1.656,nuclear,yes,0,5,5,usable,142.02,158.877731,NA
8,Stefan,male,mube,mub,voiced,17,47+0i,u,b,labial,1.672,nuclear,yes,1,4,4,usable,190.24,156.365052,NA
8,Stefan,male,schuke,schuk,voiceless,23,48+0i,u,k,velar,1.688,nuclear,yes,1,3,3,usable,113.14,129.742623,NA
8,Stefan,male,jiete,jiet,voiceless,16,52+0i,i,t,alveolar,1.648,nuclear,yes,2,3,3,usable,140.71,133.927927,NA
8,Stefan,male,pruke,pruk,voiceless,19,57+0i,u,k,velar,1.744,nuclear,yes,1,3,3,usable,92.5,134.086026,NA
8,Stefan,male,quade,quad,voiced,20,60+0i,a,d,alveolar,1.68,nuclear,yes,1,3,3,usable,190.37,218.592976,NA
8,Stefan,male,gaude,gaud,voiced,15,61+0i,au,d,alveolar,1.672,nuclear,yes,0,3,3,usable,213.2,223.111029,NA
8,Stefan,male,quope,quop,voiceless,21,64+0i,o,p,labial,1.688,nuclear,yes,1,2,2,usable,146.96,166.904638,NA
8,Stefan,male,stauge,staug,voiced,24,65+0i,au,g,velar,1.688,nuclear,yes,0,3,3,usable,169.76,185.161586,NA
8,Stefan,male,roke,rok,voiceless,22,67+0i,o,k,velar,1.76,nuclear,yes,1,2,2,usable,155.85,166.670159,NA
8,Stefan,male,frube,frub,voiced,14,70+0i,u,b,labial,1.776,nuclear,yes,0,3,3,usable,126.51,113.70306,NA
8,Stefan,male,froge,frog,voiced,4,73+0i,o,g,velar,1.592,nuclear,yes,1,2,2,usable,171.49,157.743844,NA
8,Stefan,male,blode,blod,voiced,1,74+0i,o,d,alveolar,1.744,nuclear,yes,2,2,2,usable,162.92,178.091011,NA
8,Stefan,male,frate,frat,voiceless,3,78+0i,a,t,alveolar,1.808,nuclear,yes,0,4,4,usable,144.68,201.52923,NA
8,Stefan,male,schriege,schrieg,voiced,11,80+0i,i,g,velar,1.832,nuclear,yes,0,5,5,usable,143.52,165.628581,NA
8,Stefan,male,drude,drud,voiced,2,81+0i,u,d,alveolar,1.656,nuclear,yes,0,3,3,usable,157.96,178.661818,NA
8,Stefan,male,gope,gop,voiceless,6,82+0i,o,p,labial,1.64,nuclear,yes,0,3,3,usable,120.77,145.597456,NA
8,Stefan,male,nauke,nauk,voiceless,9,84+0i,au,k,velar,1.592,nuclear,yes,0,4,4,usable,160.76,197.366049,NA
8,Stefan,male,klabe,klab,voiced,8,93+0i,a,b,labial,1.816,nuclear,yes,1,2,2,usable,157.49,179.399663,NA
8,Stefan,male,gake,gak,voiceless,5,94+0i,a,k,velar,1.736,nuclear,yes,1,3,3,usable,195.59,210.973516,NA
8,Stefan,male,griete,griet,voiceless,7,96+0i,i,t,alveolar,1.616,nuclear,yes,1,4,4,usable,102.61,126.044139,NA
8,Stefan,male,schmaube,schmaub,voiced,10,101+0i,au,b,labial,1.712,nuclear,yes,0,3,3,usable,178.34,164.336755,NA
8,Stefan,male,wiepe,wiep,voiceless,12,103+0i,i,p,labial,1.6,nuclear,yes,2,3,3,usable,102.1,139.126008,NA
8,Stefan,male,flabe,flab,voiced,13,110+0i,a,b,labial,1.728,nuclear,yes,1,3,3,usable,181.37,172.898319,NA
8,Stefan,male,schuge,schug,voiced,23,119+0i,u,g,velar,1.688,nuclear,yes,0,4,4,usable,153.12,143.707102,NA
8,Stefan,male,prieke,priek,voiceless,18,121+0i,i,k,velar,1.584,nuclear,yes,1,3,3,usable,114.28,150.998554,NA
8,Stefan,male,quate,quat,voiceless,20,122+0i,a,t,alveolar,1.648,nuclear,yes,1,2,2,usable,164.52,196.799231,NA
8,Stefan,male,roge,rog,voiced,22,126+0i,o,g,velar,1.728,nuclear,yes,0,4,4,usable,167.1,178.470959,NA
8,Stefan,male,frupe,frup,voiceless,14,128+0i,u,p,labial,1.68,nuclear,yes,1,3,3,usable,100.5,131.178623,NA
8,Stefan,male,pruge,prug,voiced,19,131+0i,u,g,velar,1.76,nuclear,yes,0,3,3,usable,140.88,152.33914,NA
8,Stefan,male,gaute,gaut,voiceless,15,132+0i,au,t,alveolar,1.656,nuclear,yes,0,4,4,usable,164.88,219.339941,NA
8,Stefan,male,jiede,jied,voiced,16,136+0i,i,d,alveolar,1.632,nuclear,yes,0,5,5,usable,151.45,165.983536,NA
8,Stefan,male,mupe,mup,voiceless,17,138+0i,u,p,labial,1.584,nuclear,yes,1,1,1,usable,155.68,142.032158,NA
8,Stefan,male,quobe,quob,voiced,21,139+0i,o,b,labial,1.736,nuclear,yes,0,3,3,usable,145.83,201.686808,NA
8,Stefan,male,stauke,stauk,voiceless,24,140+0i,au,k,velar,1.72,nuclear,yes,0,2,2,usable,160.21,199.680238,NA
1,Svenja,female,schmaupe,schmaup,voiceless,10,2+0i,au,p,labial,1.6,nuclear,no,0,3,3,usable,155.18,206.832658,RELEASE IS NOT AUDIBLE TO ME
1,Svenja,female,frade,frad,voiced,3,6+0i,a,d,alveolar,1.528,nuclear,no,1,3,3,usable,198.19,209.01695900000001,RELEASE IS NOT AUDIBLE TO ME
1,Svenja,female,gobe,gob,voiced,6,8+0i,o,b,labial,1.448,nuclear,no,1,3,3,not_usable,153.2,174.772392,slimy; AFFRICATED RELEASE
1,Svenja,female,froke,frok,voiceless,4,16+0i,o,k,velar,1.656,nuclear,no,1,2,2,usable,131.4,165.616024,RELEASE IS NOT AUDIBLE TO ME
1,Svenja,female,gage,gag,voiced,5,19+0i,a,g,velar,1.528,nuclear,no,1,4,4,not_usable,220.77,262.58424,stop? no bo; NO RELEASE; GET RID OF THIS
1,Svenja,female,nauge,naug,voiced,9,21+0i,au,g,velar,1.64,prenuclear,no,0,4,4,usable,206.35,260.731153,NA
1,Svenja,female,blote,blot,voiceless,1,28+0i,o,t,alveolar,1.664,nuclear,no,2,2,2,usable,153.82,202.188223,NA
1,Svenja,female,klape,klap,voiceless,8,29+0i,a,p,labial,1.536,prenuclear,no,1,2,2,usable,152.21,197.459721,NO RELEASE?; DEFINITELY NOT AUDIBLE
1,Svenja,female,drute,drut,voiceless,2,30+0i,u,t,alveolar,1.496,prenuclear,no,0,2,2,usable,111.7,165.725944,NA
1,Svenja,female,wiebe,wieb,voiced,12,31+0i,i,b,labial,1.512,prenuclear,no,0,4,4,usable,115.02,159.482129,cant identify bo; NO RELEASE
1,Svenja,female,schrieke,schriek,voiceless,11,33+0i,i,k,velar,1.624,nuclear,yes,1,3,3,usable,124.84,170.18337,NA
1,Svenja,female,griede,gried,voiced,7,35+0i,i,d,alveolar,1.48,prenuclear,no,0,5,5,usable,116.35,168.790959,NA
1,Svenja,female,quope,quop,voiceless,21,37+0i,o,p,labial,1.464,prenuclear,no,1,2,2,usable,146.96,155.440552,Rauschen; NO BURST/RELEASE
1,Svenja,female,pruke,pruk,voiceless,19,39+0i,u,k,velar,1.488,prenuclear,no,1,3,3,usable,92.5,140.074949,Rauschen
1,Svenja,female,jiete,jiet,voiceless,16,40+0i,i,t,alveolar,1.472,prenuclear,no,2,3,3,usable,140.71,114.474569,NA
1,Svenja,female,frube,frub,voiced,14,42+0i,u,b,labial,1.632,prenuclear,no,0,3,3,usable,126.51,134.496266,NO RELEASE?
1,Svenja,female,priege,prieg,voiced,18,45+0i,i,g,velar,1.776,prenuclear,no,0,5,5,not_usable,142.02,203.968354,VQ e; RELEASE NOT AUDIBLE
1,Svenja,female,gaude,gaud,voiced,15,54+0i,au,d,alveolar,1.64,prenuclear,no,0,3,3,usable,213.2,295.400099,COMPLETELY VOICED
1,Svenja,female,quade,quad,voiced,20,57+0i,a,d,alveolar,1.752,prenuclear,no,1,3,3,usable,190.37,249.067157,NA
1,Svenja,female,mube,mub,voiced,17,58+0i,u,b,labial,1.616,prenuclear,yes,1,4,4,usable,190.24,192.626272,burst?; NO RELEASE
1,Svenja,female,flape,flap,voiceless,13,60+0i,a,p,labial,1.696,prenuclear,no,0,5,5,usable,109.48,214.57366,NO RELEASE?
1,Svenja,female,roke,rok,voiceless,22,63+0i,o,k,velar,1.76,prenuclear,no,1,2,2,usable,155.85,210.222744,NA
1,Svenja,female,stauge,staug,voiced,24,65+0i,au,g,velar,2.493873406,prenuclear,no,0,3,3,not_usable,169.76,246.624782,hesitation; NO AUDIBLE RELEASE
1,Svenja,female,schuke,schuk,voiceless,23,70+0i,u,k,velar,1.688,prenuclear,no,1,3,3,usable,113.14,161.202929,NA
1,Svenja,female,gake,gak,voiceless,5,74+0i,a,k,velar,1.688,prenuclear,no,1,3,3,usable,195.59,276.921649,NA
1,Svenja,female,griete,griet,voiceless,7,81+0i,i,t,alveolar,1.704,prenuclear,no,1,4,4,usable,102.61,168.051535,NA
1,Svenja,female,frate,frat,voiceless,3,82+0i,a,t,alveolar,1.696,prenuclear,no,0,4,4,usable,144.68,231.424614,NA
1,Svenja,female,gope,gop,voiceless,6,92+0i,o,p,labial,1.632,prenuclear,no,0,3,3,usable,120.77,193.839896,NO RELEASE?
1,Svenja,female,drude,drud,voiced,2,96+0i,u,d,alveolar,1.84,prenuclear,no,0,3,3,usable,157.96,259.89777,NA
1,Svenja,female,nauke,nauk,voiceless,9,97+0i,au,k,velar,1.84,prenuclear,no,0,4,4,usable,160.76,264.772146,NA
1,Svenja,female,schmaube,schmaub,voiced,10,99+0i,au,b,labial,1.808,prenuclear,no,0,3,3,usable,178.34,227.400717,NO RELEASE?
1,Svenja,female,blode,blod,voiced,1,102+0i,o,d,alveolar,1.8,prenuclear,no,2,2,2,usable,162.92,247.786075,NA
1,Svenja,female,froge,frog,voiced,4,103+0i,o,g,velar,1.808,prenuclear,no,1,2,2,usable,171.49,239.211908,NO RELEASE? NOT AUDIBLE DEFINITELY
1,Svenja,female,wiepe,wiep,voiceless,12,104+0i,i,p,labial,2.008,nuclear,yes,2,3,3,usable,102.1,229.656274,NA
1,Svenja,female,schriege,schrieg,voiced,11,106+0i,i,g,velar,2.072,nuclear,yes,0,5,5,usable,143.52,233.172529,NA
1,Svenja,female,quobe,quob,voiced,21,109+0i,o,b,labial,1.6,prenuclear,no,0,3,3,usable,145.83,218.536377,NO RELEASE?
1,Svenja,female,pruge,prug,voiced,19,116+0i,u,g,velar,1.928,prenuclear,no,0,3,3,usable,140.88,239.008212,NA
1,Svenja,female,mupe,mup,voiceless,17,119+0i,u,p,labial,1.728,prenuclear,no,1,1,1,usable,155.68,183.648105,NO RELEASE
1,Svenja,female,roge,rog,voiced,22,123+0i,o,g,velar,1.76,prenuclear,no,0,4,4,usable,167.1,243.283973,NA
1,Svenja,female,prieke,priek,voiceless,18,124+0i,i,k,velar,1.76,prenuclear,no,1,3,3,usable,114.28,192.075487,NA
1,Svenja,female,quate,quat,voiceless,20,125+0i,a,t,alveolar,1.704,prenuclear,no,1,2,2,usable,164.52,270.058806,NA
1,Svenja,female,jiede,jied,voiced,16,126+0i,i,d,alveolar,1.744,prenuclear,no,0,5,5,not_usable,151.45,208.699389,VQ e
1,Svenja,female,gaute,gaut,voiceless,15,136+0i,au,t,alveolar,1.744,prenuclear,no,0,4,4,usable,164.88,269.610923,NA
1,Svenja,female,frupe,frup,voiceless,14,138+0i,u,p,labial,1.952,nuclear,yes,1,3,3,usable,100.5,181.950915,NA
1,Svenja,female,stauke,stauk,voiceless,24,139+0i,au,k,velar,1.84,prenuclear,no,0,2,2,usable,160.21,251.412302,NA
1,Svenja,female,schuge,schug,voiced,23,143+0i,u,g,velar,1.792,prenuclear,no,0,4,4,usable,153.12,240.968716,NA
12,Tabea,female,jiete,jiet,voiceless,16,1+0i,i,t,alveolar,1.616,prenuclear,no,2,3,3,usable,140.71,105.00414,lengthened
12,Tabea,female,quope,quop,voiceless,21,7+0i,o,p,labial,1.648,nuclear,yes,1,2,2,usable,146.96,139.934042,NA
12,Tabea,female,mube,mub,voiced,17,10+0i,u,b,labial,1.56,prenuclear,no,1,4,4,usable,190.24,155.334955,NA
12,Tabea,female,schuke,schuk,voiceless,23,11+0i,u,k,velar,1.584,prenuclear,no,1,3,3,usable,113.14,107.906321,NA
12,Tabea,female,gaude,gaud,voiced,15,14+0i,au,d,alveolar,1.56,prenuclear,no,0,3,3,usable,213.2,224.698296,NA
12,Tabea,female,pruke,pruk,voiceless,19,15+0i,u,k,velar,1.576,prenuclear,no,1,3,3,usable,92.5,100.003766,NA
12,Tabea,female,stauge,staug,voiced,24,17+0i,au,g,velar,1.736,nuclear,yes,0,3,3,usable,169.76,230.705606,NA
12,Tabea,female,flape,flap,voiceless,13,29+0i,a,p,labial,1.672,nuclear,yes,0,5,5,usable,109.48,178.250595,NA
12,Tabea,female,roke,rok,voiceless,22,30+0i,o,k,velar,1.832,nuclear,yes,1,2,2,usable,155.85,191.054606,NA
12,Tabea,female,frube,frub,voiced,14,33+0i,u,b,labial,1.568,prenuclear,no,0,3,3,usable,126.51,114.182741,NA
12,Tabea,female,quade,quad,voiced,20,35+0i,a,d,alveolar,1.616,nuclear,yes,1,3,3,usable,190.37,198.568653,NA
12,Tabea,female,drute,drut,voiceless,2,43+0i,u,t,alveolar,1.592,prenuclear,no,0,2,2,usable,111.7,140.611195,NA
12,Tabea,female,wiebe,wieb,voiced,12,53+0i,i,b,labial,1.592,nuclear,yes,0,4,4,usable,115.02,148.176983,NA
12,Tabea,female,schmaupe,schmaup,voiceless,10,54+0i,au,p,labial,1.624,prenuclear,no,0,3,3,usable,155.18,173.410324,NA
12,Tabea,female,gobe,gob,voiced,6,56+0i,o,b,labial,1.392,prenuclear,no,1,3,3,usable,153.2,136.193091,NA
12,Tabea,female,griede,gried,voiced,7,57+0i,i,d,alveolar,1.448,prenuclear,no,0,5,5,usable,116.35,134.540221,NA
12,Tabea,female,gage,gag,voiced,5,62+0i,a,g,velar,1.536,nuclear,yes,1,4,4,usable,220.77,226.896373,NA
12,Tabea,female,blote,blot,voiceless,1,64+0i,o,t,alveolar,1.656,nuclear,yes,2,2,2,not_usable,153.82,177.881876,hesitation after EIN
12,Tabea,female,nauge,naug,voiced,9,65+0i,au,g,velar,1.648,nuclear,yes,0,4,4,usable,206.35,225.84597,NA
12,Tabea,female,froke,frok,voiceless,4,68+0i,o,k,velar,1.656,nuclear,yes,1,2,2,usable,131.4,169.798418,NA
12,Tabea,female,klape,klap,voiceless,8,69+0i,a,p,labial,1.696,nuclear,yes,1,2,2,usable,152.21,168.011423,NA
12,Tabea,female,frade,frad,voiced,3,71+0i,a,d,alveolar,1.856,nuclear,yes,1,3,3,usable,198.19,186.751984,NA
12,Tabea,female,quobe,quob,voiced,21,78+0i,o,b,labial,1.44,prenuclear,no,0,3,3,usable,145.83,126.713985,NO RELEASE; PF
12,Tabea,female,roge,rog,voiced,22,82+0i,o,g,velar,1.456,prenuclear,no,0,4,4,usable,167.1,162.605117,NA
12,Tabea,female,schuge,schug,voiced,23,83+0i,u,g,velar,1.56,prenuclear,no,0,4,4,usable,153.12,119.265686,NA
12,Tabea,female,stauke,stauk,voiceless,24,87+0i,au,k,velar,2.064,prenuclear,no,0,2,2,not_usable,160.21,195.937475,hesitation after EIN
12,Tabea,female,gaute,gaut,voiceless,15,88+0i,au,t,alveolar,1.536,prenuclear,no,0,4,4,usable,164.88,196.022976,NA
12,Tabea,female,frupe,frup,voiceless,14,92+0i,u,p,labial,1.72,nuclear,yes,1,3,3,usable,100.5,103.204937,NA
12,Tabea,female,pruge,prug,voiced,19,94+0i,u,g,velar,1.504,prenuclear,no,0,3,3,usable,140.88,114.783305,NA
12,Tabea,female,flabe,flab,voiced,13,95+0i,a,b,labial,1.624,prenuclear,no,1,3,3,usable,181.37,195.257021,PF
12,Tabea,female,quate,quat,voiceless,20,101+0i,a,t,alveolar,1.768,prenuclear,no,1,2,2,usable,164.52,197.815399,NA
12,Tabea,female,mupe,mup,voiceless,17,105+0i,u,p,labial,1.496,prenuclear,no,1,1,1,usable,155.68,120.948075,NA
12,Tabea,female,frate,frat,voiceless,3,109+0i,a,t,alveolar,1.464,prenuclear,no,0,4,4,usable,144.68,169.487938,NA
12,Tabea,female,schmaube,schmaub,voiced,10,112+0i,au,b,labial,1.576,prenuclear,no,0,3,3,usable,178.34,158.056214,PF
12,Tabea,female,gake,gak,voiceless,5,117+0i,a,k,velar,1.464,prenuclear,no,1,3,3,usable,195.59,211.345284,NA
12,Tabea,female,froge,frog,voiced,4,118+0i,o,g,velar,1.536,prenuclear,no,1,2,2,usable,171.49,150.532383,NA
12,Tabea,female,schriege,schrieg,voiced,11,120+0i,i,g,velar,1.52,prenuclear,no,0,5,5,usable,143.52,136.934322,NA
12,Tabea,female,wiepe,wiep,voiceless,12,123+0i,i,p,labial,1.48,prenuclear,no,2,3,3,usable,102.1,111.763888,NA
12,Tabea,female,blode,blod,voiced,1,130+0i,o,d,alveolar,1.6,prenuclear,no,2,2,2,usable,162.92,157.412734,NA
12,Tabea,female,griete,griet,voiceless,7,134+0i,i,t,alveolar,1.584,prenuclear,no,1,4,4,usable,102.61,131.461013,NA
12,Tabea,female,klabe,klab,voiced,8,135+0i,a,b,labial,1.616,prenuclear,no,1,2,2,usable,157.49,162.668276,NA
12,Tabea,female,gope,gop,voiceless,6,136+0i,o,p,labial,1.52,prenuclear,no,0,3,3,usable,120.77,150.540424,NA
12,Tabea,female,nauke,nauk,voiceless,9,138+0i,au,k,velar,1.688,nuclear,yes,0,4,4,usable,160.76,227.186793,NA
12,Tabea,female,drude,drud,voiced,2,142+0i,u,d,alveolar,1.584,prenuclear,no,0,3,3,usable,157.96,118.514937,NA
13,Timo,male,flape,flap,voiceless,13,3+0i,a,p,labial,1.76,prenuclear,no,0,5,5,usable,109.48,242.559307,target lengthened
13,Timo,male,quade,quad,voiced,20,4+0i,a,d,alveolar,1.688,prenuclear,no,1,3,3,usable,190.37,268.448634,target lengthened?
13,Timo,male,quope,quop,voiceless,21,5+0i,o,p,labial,1.632,prenuclear,no,1,2,2,usable,146.96,185.438442,NA
13,Timo,male,stauge,staug,voiced,24,9+0i,au,g,velar,1.6,prenuclear,no,0,3,3,usable,169.76,186.950301,NA
13,Timo,male,pruke,pruk,voiceless,19,14+0i,u,k,velar,1.68,prenuclear,no,1,3,3,usable,92.5,121.160052,NA
13,Timo,male,frube,frub,voiced,14,16+0i,u,b,labial,1.696,prenuclear,no,0,3,3,usable,126.51,173.544234,NA
13,Timo,male,priege,prieg,voiced,18,21+0i,i,g,velar,1.656,prenuclear,no,0,5,5,not_usable,142.02,171.620377,VQ e
13,Timo,male,roke,rok,voiceless,22,22+0i,o,k,velar,1.664,prenuclear,no,1,2,2,usable,155.85,173.600144,NA
13,Timo,male,mube,mub,voiced,17,26+0i,u,b,labial,1.664,prenuclear,no,1,4,4,usable,190.24,129.787305,NA
13,Timo,male,schuke,schuk,voiceless,23,28+0i,u,k,velar,1.648,prenuclear,no,1,3,3,usable,113.14,120.598427,NA
13,Timo,male,jiete,jiet,voiceless,16,32+0i,i,t,alveolar,1.544,prenuclear,no,2,3,3,usable,140.71,161.721695,NA
13,Timo,male,gaude,gaud,voiced,15,34+0i,au,d,alveolar,1.496,prenuclear,no,0,3,3,usable,213.2,234.944788,NA
13,Timo,male,gake,gak,voiceless,5,37+0i,a,k,velar,1.68,prenuclear,no,1,3,3,usable,195.59,269.465491,NA
13,Timo,male,klabe,klab,voiced,8,39+0i,a,b,labial,1.552,prenuclear,no,1,2,2,usable,157.49,240.695579,NA
13,Timo,male,blode,blod,voiced,1,40+0i,o,d,alveolar,1.512,prenuclear,no,2,2,2,usable,162.92,202.25198,NA
13,Timo,male,wiepe,wiep,voiceless,12,43+0i,i,p,labial,1.448,prenuclear,no,2,3,3,usable,102.1,106.321743,NA
13,Timo,male,schmaube,schmaub,voiced,10,52+0i,au,b,labial,1.44,prenuclear,no,0,3,3,usable,178.34,163.698793,NA
13,Timo,male,griete,griet,voiceless,7,53+0i,i,t,alveolar,1.416,prenuclear,no,1,4,4,usable,102.61,132.661934,NA
13,Timo,male,frate,frat,voiceless,3,55+0i,a,t,alveolar,1.624,prenuclear,no,0,4,4,usable,144.68,244.706768,target lengthened?
13,Timo,male,froge,frog,voiced,4,58+0i,o,g,velar,1.568,prenuclear,no,1,2,2,usable,171.49,177.791769,NA
13,Timo,male,nauke,nauk,voiceless,9,61+0i,au,k,velar,1.496,prenuclear,no,0,4,4,usable,160.76,230.392065,NA
13,Timo,male,gope,gop,voiceless,6,63+0i,o,p,labial,1.536,prenuclear,no,0,3,3,usable,120.77,153.54356,sounds english ou
13,Timo,male,schriege,schrieg,voiced,11,64+0i,i,g,velar,1.488,nuclear,no,0,5,5,usable,143.52,112.545213,NA
13,Timo,male,drude,drud,voiced,2,66+0i,u,d,alveolar,1.544,prenuclear,no,0,3,3,usable,157.96,172.233325,NA
13,Timo,male,gaute,gaut,voiceless,15,77+0i,au,t,alveolar,1.528,prenuclear,no,0,4,4,usable,164.88,231.288357,NA
13,Timo,male,frupe,frup,voiceless,14,78+0i,u,p,labial,1.648,prenuclear,no,1,3,3,usable,100.5,163.214522,NA
13,Timo,male,flabe,flab,voiced,13,81+0i,a,b,labial,1.656,prenuclear,no,1,3,3,usable,181.37,219.455951,NA
13,Timo,male,quobe,quob,voiced,21,82+0i,o,b,labial,1.656,prenuclear,no,0,3,3,usable,145.83,192.447976,NA
13,Timo,male,roge,rog,voiced,22,84+0i,o,g,velar,1.696,prenuclear,no,0,4,4,usable,167.1,189.201227,NA
13,Timo,male,stauke,stauk,voiceless,24,85+0i,au,k,velar,1.544,prenuclear,no,0,2,2,usable,160.21,210.530907,NA
13,Timo,male,mupe,mup,voiceless,17,90+0i,u,p,labial,1.544,prenuclear,no,1,1,1,usable,155.68,144.446558,NA
13,Timo,male,jiede,jied,voiced,16,92+0i,i,d,alveolar,1.624,prenuclear,no,0,5,5,not_usable,151.45,213.514836,VQ e; lenthened target
13,Timo,male,pruge,prug,voiced,19,97+0i,u,g,velar,1.616,prenuclear,no,0,3,3,usable,140.88,194.043135,NA
13,Timo,male,schuge,schug,voiced,23,99+0i,u,g,velar,1.56,prenuclear,no,0,4,4,usable,153.12,142.71442,NA
13,Timo,male,prieke,priek,voiceless,18,103+0i,i,k,velar,1.608,prenuclear,no,1,3,3,not_usable,114.28,139.805151,VQ e; [plek]
13,Timo,male,quate,quat,voiceless,20,108+0i,a,t,alveolar,1.552,prenuclear,no,1,2,2,usable,164.52,232.815829,NA
13,Timo,male,schmaupe,schmaup,voiceless,10,109+0i,au,p,labial,1.648,prenuclear,no,0,3,3,usable,155.18,192.409308,NA
13,Timo,male,blote,blot,voiceless,1,114+0i,o,t,alveolar,1.472,prenuclear,no,2,2,2,not_usable,153.82,184.023194,sounds english ou
13,Timo,male,wiebe,wieb,voiced,12,122+0i,i,b,labial,1.472,prenuclear,no,0,4,4,usable,115.02,113.494857,NO RELEASE
13,Timo,male,drute,drut,voiceless,2,124+0i,u,t,alveolar,1.512,prenuclear,no,0,2,2,usable,111.7,110.395575,NA
13,Timo,male,frade,frad,voiced,3,127+0i,a,d,alveolar,1.512,prenuclear,no,1,3,3,usable,198.19,210.267881,flapped R
13,Timo,male,gage,gag,voiced,5,129+0i,a,g,velar,1.616,prenuclear,no,1,4,4,usable,220.77,254.574444,NA
13,Timo,male,griede,gried,voiced,7,130+0i,i,d,alveolar,1.456,prenuclear,no,0,5,5,usable,116.35,136.924026,flapped R
13,Timo,male,nauge,naug,voiced,9,132+0i,au,g,velar,1.544,prenuclear,no,0,4,4,usable,206.35,225.882315,NA
13,Timo,male,schrieke,schriek,voiceless,11,135+0i,i,k,velar,1.568,prenuclear,no,1,3,3,usable,124.84,146.512138,NA
13,Timo,male,klape,klap,voiceless,8,141+0i,a,p,labial,1.728,prenuclear,no,1,2,2,usable,152.21,228.258654,NA
13,Timo,male,gobe,gob,voiced,6,144+0i,o,b,labial,1.672,prenuclear,no,1,3,3,not_usable,153.2,175.189705,sounds english ou
